idiom	submission	category	likes	dislikes	reports	rating
Avere il becco lungo	È da una vita che mia mamma sopporta mia nonna che ha il becco troppo lungo	idiom	5	1	0	0,8333333333
Avere il becco lungo	È la tua ultima occasione : o la smetti di avere il becco così lungo, o dimenticati di me	idiom	5	0	0	1
Avere il mestolo in mano	A casa mia colui che ha il mestolo in mano è mio padre.	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	A casa mia mia mamma ha il mestolo in mano	idiom	2	0	0	1
Avere il mestolo in mano	A casa mia, chi ha il mestolo in mano è mia madre	idiom	2	2	0	0,5
Avere il mestolo in mano	A casa non ho mai la facoltà di avere il mestolo in mano quando c’è mio padre	idiom	2	0	0	1
Avere il mestolo in mano	A casa è mia moglie ad avere il mestolo in mano.	idiom	2	0	0	1
Avere il mestolo in mano	A lezione il prof ha sempre il mestolo in mano.	idiom	1	1	0	0,5
Avere il mestolo in mano	A Natale ho sempre il mestolo in mano	nonidiom	2	1	0	0,6666666667
Avere il mestolo in mano	A Pasqua avrò sempre il mestolo in mano	nonidiom	1	1	0	0,5
Avere il mestolo in mano	A volte non sono le giuste persone ad avere il mestolo in mano	idiom	2	0	0	1
Avere il mestolo in mano	Adesso hai tu il mestolo in mano, l'azienda è tua.	idiom	2	0	0	1
Avere il mestolo in mano	Adesso ho io il mestolo in mano	idiom	1	1	0	0,5
Avere il mestolo in mano	Al capo fa piacere avere il mestolo in mano	idiom	0	2	0	0
Avere il mestolo in mano	Alessandra era solita avere il mestolo in mano e litigava sempre con i colleghi, perciò l'hanno licenziata	idiom	1	1	0	0,5
Avere il mestolo in mano	Alla direttrice piace avere il mestolo in mano	idiom	3	0	0	1
Avere il mestolo in mano	Amo avere il mestolo in mano nelle situazioni difficili	idiom	2	0	0	1
Avere il mestolo in mano	Anna aveva sempre il mestolo in mano, la cucina era la sua passione	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Anna ha il mestolo in mano	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Appoggia il mestolo che hai in mano sul tavolo, per favore	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Arianna era solita avere il mestolo in mano e litigava sempre con i colleghi, perciò l'hanno licenziata	idiom	1	1	0	0,5
Avere il mestolo in mano	Attenta a non far cadere il mestolo che hai in mano	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Avendo il mestolo ben saldo in mano posso decidere per conto mio	idiom	2	0	0	1
Avere il mestolo in mano	Avendo il mestolo in mano potrò aiutare l'azienda a migliorare	idiom	1	1	0	0,5
Avere il mestolo in mano	Avendo il mestolo in mano puoi iniziare a lavorare	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Avendo subito il mestolo in mano posso iniziare già da ora il mio piano	idiom	1	1	0	0,5
Avere il mestolo in mano	Avere anche solo per un istante il mestolo in mano mi ha fatto sentire importante	idiom	1	1	0	0,5
Avere il mestolo in mano	Avere davvero il mestolo in mano é ciò che voglio	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere il mestolo in mano	idiom	1	1	0	0,5
Avere il mestolo in mano	Avere il mestolo in mano a volte può fare sembrare prepotenti	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano comporta anche grandi responsabilità	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano comporta anche responsabilità	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere il mestolo in mano comporta anche responsabilità	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano e poi girare l'acqua	nonidiom	1	2	0	0,3333333333
Avere il mestolo in mano	Avere il mestolo in mano equivale all'avere un carattere forte	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano farà si che la gente ti odi	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano ma non saperlo sfruttare, che peccato!	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano mentre si guarda la tv	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Avere il mestolo in mano mi permette di decidere per il bene della comunità	idiom	1	1	0	0,5
Avere il mestolo in mano	Avere il mestolo in mano mi permetterà di dirigervi meglio	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano mi riempie di orgoglio	idiom	1	1	0	0,5
Avere il mestolo in mano	Avere il mestolo in mano non dovrebbe essere così importante per un individuo	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano non fa di te un buon leader	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano non fa di te una persona migliore	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere il mestolo in mano non farà di te una persona con più charme	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere il mestolo in mano non sempre è conveniente	idiom	1	1	0	0,5
Avere il mestolo in mano	Avere il mestolo in mano non ti aiuterà ad essere ascoltato di più	idiom	1	2	0	0,3333333333
Avere il mestolo in mano	Avere il mestolo in mano non ti dà il diritto di essere prepotente	idiom	1	1	0	0,5
Avere il mestolo in mano	Avere il mestolo in mano non ti dà il diritto di essere scorbutico	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano non ti garantisce la vittoria	idiom	0	2	0	0
Avere il mestolo in mano	Avere il mestolo in mano non ti rende un cuoco	nonidiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano non ti renderà un uomo più forte	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano non ti renderà una persona migliore	idiom	1	2	0	0,3333333333
Avere il mestolo in mano	Avere il mestolo in mano non vuol dire non ascoltare i suggerimenti altrui	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano non vuol dire ottenere sempre ciò che si vuole	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano non è sempre piacevole	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere il mestolo in mano non è una passeggiata come credi	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano non è visto in maniera molto positiva	idiom	0	2	0	0
Avere il mestolo in mano	Avere il mestolo in mano non é tutto ciò che conta	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano può essere controproducente	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano può essere problematico a volte	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano può farti odiare	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano può metterti in situazioni scomode	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano richiede grosse responsabilità	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano sarà davvero così importante?	idiom	1	1	0	0,5
Avere il mestolo in mano	Avere il mestolo in mano significa avere il controllo della situazione	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere il mestolo in mano sul posto di lavoro è sempre controproducente	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano ti fa sentire importante?	nonidiom	1	2	0	0,3333333333
Avere il mestolo in mano	Avere il mestolo in mano ti fa sentire un uomo migliore?	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano troppo a lungo,  non porta a niente	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano è il mio obiettivo fin dall'inizio	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano è simbolo di potere.	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere il mestolo in mano è tipico delle persone che vogliono comandare	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano é importante per la riuscita del mio piano	idiom	2	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano é tutto ciò che desideri?	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano, non farà in modo che sul lavoro la tua opinione venga presa più in considerazione	idiom	3	0	0	1
Avere il mestolo in mano	Avere il mestolo in mano: essere dittatori detto in maniera più carina!	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere sempre e comunque il mestolo in mano non è bene!	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avere sempre il mestolo in mano non è per tutti	idiom	1	1	0	0,5
Avere il mestolo in mano	Aveva il mestolo in mano	idiom	1	1	0	0,5
Avere il mestolo in mano	Aveva il mestolo in mano e mi incuteva paura	nonidiom	1	2	0	0,3333333333
Avere il mestolo in mano	Aveva il mestolo in mano e stava per assaggiare il sugo della nonna.	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Aveva il mestolo in mano mentre la pentola scivolava dal fornello	idiom	0	2	0	0
Avere il mestolo in mano	Aveva il mestolo in mano perchè stava preparando la cena	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Aveva il mestolo in mano perché stava preparando il sugo	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Aveva il mestolo in mano quando inveiva contro il marito	idiom	2	0	0	1
Avere il mestolo in mano	Aveva il mestolo in mano quando sono entrata in cucina per parlare con lei	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Avevo il mestolo bollente in mano ma mi é caduto	nonidiom	2	0	0	1
Avere il mestolo in mano	Avevo il mestolo in mano ma mi è caduto	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Avevo il mestolo in mano ma mi è caduto	nonidiom	2	0	0	1
Avere il mestolo in mano	Avevo il mestolo in mano ma mi è caduto	nonidiom	2	0	0	1
Avere il mestolo in mano	Avevo il mestolo in mano ma mi è caduto	idiom	1	1	0	0,5
Avere il mestolo in mano	Avevo il mestolo in mano ma mi è caduto	nonidiom	2	1	0	0,6666666667
Avere il mestolo in mano	Avevo il mestolo in mano ma é caduto nella pentola	nonidiom	2	0	0	1
Avere il mestolo in mano	Avevo il mestolo in mano nelle decisioni riguardo la nuova produzione	idiom	1	1	0	0,5
Avere il mestolo in mano	Avevo il mestolo in mano, quando mamma me l'ha strappato di mano	nonidiom	2	0	0	1
Avere il mestolo in mano	Avevo il tuo mestolo in mano fino a due minuti fa	nonidiom	2	0	0	1
Avere il mestolo in mano	Avevo in mano il mestolo mentre le spiegavo di avere ragione	nonidiom	0	2	0	0
Avere il mestolo in mano	Avrai pure il mestolo in mano, ma non durerà	idiom	2	0	0	1
Avere il mestolo in mano	Avrai pure il mestolo in mano, ma non è detta l'ultima parola	idiom	2	0	0	1
Avere il mestolo in mano	Avrai pure il mestolo in mano, ma qualcuno te la farà pagare cara	idiom	1	2	0	0,3333333333
Avere il mestolo in mano	Avrebbero avuto il mestolo in mano se solo avessero rispettato il piano	idiom	3	0	0	1
Avere il mestolo in mano	Benvenuti nel corso di cucina, avete tutti il vostro mestolo saldo in mano?	nonidiom	2	0	0	1
Avere il mestolo in mano	Betta ha il mestolo in mano, decide lei quando lavorare	idiom	1	1	0	0,5
Avere il mestolo in mano	Bisogna avere il mestolo in mano per assaggiare il brodo	nonidiom	3	0	0	1
Avere il mestolo in mano	C'è chi ha sempre il mestolo in mano e chi deve sottostare	idiom	3	0	0	1
Avere il mestolo in mano	Carla aveva sempre il mestolo in mano, la cucina era la sua passione	nonidiom	4	0	0	1
Avere il mestolo in mano	Che bello il mestolo che hai in mano, è pregiato?	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Che fatica, ho il mestolo in mano da questa mattina	nonidiom	0	3	0	0
Avere il mestolo in mano	Che noia, ha sempre il mestolo in mano	nonidiom	2	1	0	0,6666666667
Avere il mestolo in mano	Checché se ne dica, ha sempre lei il mestolo in mano	idiom	3	0	0	1
Avere il mestolo in mano	Chi avrà il mestolo in mano deciderà le sorti della nazione	idiom	2	0	0	1
Avere il mestolo in mano	chi ha il mestolo in mano fa la minestra a modo suo	nonidiom	3	0	0	1
Avere il mestolo in mano	Chi ha il mestolo in mano fa la minestra a modo suo	idiom	2	0	0	1
Avere il mestolo in mano	Chi ha il mestolo in mano fa la minestra a modo suo.	idiom	3	0	0	1
Avere il mestolo in mano	Chi ha il mestolo in mano fa la minestra a modo suo.	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Chi ha il mestolo in mano fa quello che vuole	idiom	2	0	0	1
Avere il mestolo in mano	Chi ha il mestolo in mano non è ben visto	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Chi ha il mestolo in mano prepara la minestra a modo suo ovvero chi comanda fa ciò che vuole.	idiom	3	0	0	1
Avere il mestolo in mano	Chi ha il mestolo in mano tende spesso a mortificare gli altri.	idiom	2	0	0	1
Avere il mestolo in mano	Chi ha il mestolo in mano, è il comandante.	idiom	2	0	1	0,6666666667
Avere il mestolo in mano	Claudia vuole avere sempre il mestolo in mano quando dobbiamo studiare insieme	idiom	2	0	0	1
Avere il mestolo in mano	Come credi poter avere il mestolo in mano se piangi alla prima difficoltà?	idiom	2	0	0	1
Avere il mestolo in mano	Con gli ultimi risparmi ho comprato il mestolo che ho in mano	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Con il mestolo che aveva in mano, assaggiava il sugo in pentola	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Con il mestolo che hai in mano, verserai il brodo	nonidiom	2	0	0	1
Avere il mestolo in mano	Con questa mossa avrà per sempre il mestolo in mano	idiom	3	0	0	1
Avere il mestolo in mano	crede di avere il mestolo in mano!	idiom	2	0	0	1
Avere il mestolo in mano	crede di avere il mestolo in mano!	idiom	2	0	0	1
Avere il mestolo in mano	Crede di avere il mestolo in mano, ma nessuno le dà ascolto	idiom	1	0	1	0,5
Avere il mestolo in mano	Crede di avere il mestolo in mano, ma nessuno le dà ascolto	idiom	1	1	0	0,5
Avere il mestolo in mano	Crede sempre di avere il mestolo in mano, non la sopporto più!	idiom	3	0	0	1
Avere il mestolo in mano	Da piccola quando aiutavo mia zia a cucinare la mia priorità è sempre stata avere il mestolo in mano e girare qualsiasi cosa bollisse in pentola	nonidiom	1	0	0	1
Avere il mestolo in mano	Da piccolo quando tornavo a casa e vedevo mia madre avere il mestolo in mano, ero terrorizzato	nonidiom	2	0	0	1
Avere il mestolo in mano	Da quando il direttore è andato via, la segretaria ha il mestolo in mano	idiom	2	0	0	1
Avere il mestolo in mano	Dal momento che ho il mestolo in mano, accendi tu il forno	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Dal momento che ho il mestolo in mano, decido io cosa fare	idiom	2	0	0	1
Avere il mestolo in mano	Dammi il mestolo che hai in mano, così ti verso la zuppa	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Dammi il mestolo che hai in mano, giro io il brodo	nonidiom	2	0	0	1
Avere il mestolo in mano	Dammi il mestolo rosso che hai in mano	nonidiom	2	0	0	1
Avere il mestolo in mano	Detesto chi ha il mestolo in mano	idiom	1	1	0	0,5
Avere il mestolo in mano	Deve avere proprio il mestolo in mano, che caratteraccio!	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Deve avere proprio il suo mestolo in mano il tizio	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Devo ammettere che il mestolo che hai in mano è molto resistente	nonidiom	2	0	0	1
Avere il mestolo in mano	Devo avere il mestolo in mano con mio fratello, non fa mai nulla	idiom	1	1	0	0,5
Avere il mestolo in mano	Dirigo io la cucina, ho io il mestolo in mano!	idiom	1	2	0	0,3333333333
Avere il mestolo in mano	Dovrei avere il mestolo in mano a quest'ora, invece ho fatto tardi	nonidiom	0	2	0	0
Avere il mestolo in mano	Durante la protesta di ieri Sara ha deciso di prendere il mestolo in mano e guidarci verso il comune	idiom	2	0	0	1
Avere il mestolo in mano	Durante le feste natalizie ha sempre il mestolo in mano	nonidiom	0	2	0	0
Avere il mestolo in mano	Durante le liti con il mio fidanzato io ho sempre il mestolo in mano	idiom	2	0	0	1
Avere il mestolo in mano	Durante le riunioni di condominio l’amministratrice è solita avere il mestolo in mano	idiom	2	0	0	1
Avere il mestolo in mano	E quando si tratta di cucina, avrei sempre il mestolo in mano!	nonidiom	3	0	0	1
Avere il mestolo in mano	Ecco che avere il mestolo in mano, gli permise di far sentire la sua voce	idiom	1	1	0	0,5
Avere il mestolo in mano	Era solita avere il mestolo in mano per assaggiare qualsiasi pietanza cucinasse la madre	nonidiom	2	0	0	1
Avere il mestolo in mano	Fai attenzione quando hai il mestolo in mano, potresti ferire qualcuno	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Fammi versare quella zuppa, ho già il mestolo in mano	nonidiom	2	0	0	1
Avere il mestolo in mano	Figliolo, finché avrò io il mestolo in mano in questa casa farai quel che dico io	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Finché la germania ha avuto il mestolo in mano durante la seconda guerra mondiale non ha risparmiato nessuno	idiom	0	1	0	0
Avere il mestolo in mano	Finché lascerai avere sempre a me il mestolo in mano, non imparerai mai a cucinare	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Forse non ti ha risposto perché ha il mestolo in mano, sai che cucina sempre	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Francesca credeva di avere il mestolo in mano, invece era il forchettone!	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Francesca credeva di avere il mestolo in mano, invece era un cucchiaio!	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Francesca era solita avere il mestolo in mano e litigava sempre con i colleghi, perciò l'hanno licenziata	idiom	1	1	0	0,5
Avere il mestolo in mano	Francesca, mentre aveva il mestolo in mano, assaggiava il sugo con il cucchiaio	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Francesco credeva di avere il mestolo in mano, invece era il forchettone!	nonidiom	2	0	0	1
Avere il mestolo in mano	Francesco credeva di avere il mestolo in mano, invece era un cucchiaio!	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Francesco mentre aveva il mestolo in mano, assaggiava il sugo con il cucchiaio	nonidiom	2	0	0	1
Avere il mestolo in mano	Francesco, mentre aveva il mestolo in mano, assaggiava il sugo con il cucchiaio	nonidiom	2	0	0	1
Avere il mestolo in mano	Giangianni ha davvero il mestolo in mano per le cose che lo riguardano	idiom	0	1	1	0
Avere il mestolo in mano	Gianna non ha il mestolo in mano ma il cucchiao	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Giuseppe ha ottenuto il fantastico mestolo che ha in mano da un mercante a est	nonidiom	2	0	0	1
Avere il mestolo in mano	Gli piace avere il mestolo della situazione in mano.	idiom	1	1	0	0,5
Avere il mestolo in mano	Ha ancora lui il mestolo in mano, può licenziarci quando vuole	idiom	2	0	0	1
Avere il mestolo in mano	Ha decisamente il mestolo in mano, guarda come lo tratta	idiom	1	0	0	1
Avere il mestolo in mano	Ha dimenticato dove ha appoggiato il mestolo che aveva in mano	nonidiom	2	0	0	1
Avere il mestolo in mano	ha il mestolo in mano ma non sa ancora cosa cucinare oggi a pranzo	nonidiom	2	0	0	1
Avere il mestolo in mano	Ha il mestolo in mano ma non sa neppure cucinare	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Ha il mestolo in mano ma non sa prendere delle decisioni	idiom	2	0	0	1
Avere il mestolo in mano	Ha il mestolo in mano per colpire il gatto.	nonidiom	3	0	0	1
Avere il mestolo in mano	Ha il mestolo in mano per difendersi dai ladri.	nonidiom	2	0	0	1
Avere il mestolo in mano	Ha il mestolo in mano perché sta girando la zuppa	nonidiom	2	0	0	1
Avere il mestolo in mano	Ha il mestolo in mano, decide  sempre tutto lei	idiom	1	1	0	0,5
Avere il mestolo in mano	Ha il mestolo sempre in mano	nonidiom	3	0	0	1
Avere il mestolo in mano	Ha lei il mestolo in mano, quindi decide lei come preparare il brodo	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Ha sempre il mestolo in mano e poi si lamenta di essere stanca	nonidiom	2	0	0	1
Avere il mestolo in mano	Ha sempre il mestolo in mano perché cucinare è la sua passione	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Ha sempre il mestolo in mano, non smette mai di cucinare	nonidiom	2	1	0	0,6666666667
Avere il mestolo in mano	Ha smesso di avere il mestolo in mano per me	idiom	1	1	0	0,5
Avere il mestolo in mano	Hai il mestolo del sugo in mano ?	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Hai il mestolo in mano da ore, mi pare ovvia che ti faccia male il braccio	nonidiom	2	0	0	1
Avere il mestolo in mano	Hai il mestolo in mano da questa mattina, riposati un po'	nonidiom	2	0	0	1
Avere il mestolo in mano	Hai il mestolo in mano, gira tu il brodo	nonidiom	2	0	0	1
Avere il mestolo in mano	Hai il mestolo in mano, mentre io ti avevo detto di prendere la cucchiaia	nonidiom	2	0	0	1
Avere il mestolo in mano	Hai il mestolo in mano?	nonidiom	3	1	0	0,75
Avere il mestolo in mano	Hai il mestolo più resistente in mano, è impossibile tu l'abbia rotto	nonidiom	2	0	0	1
Avere il mestolo in mano	Hai il mestolo, che non ho ancora lavato, in mano	nonidiom	2	0	0	1
Avere il mestolo in mano	Hai in mano il mestolo sbagliato	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Hai sempre il mestolo in mano, basta cucinare!	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Hai visto il bel mestolo che ha quella cuoca in mano?	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Hai voluto il mestolo in mano e ora ne paghi le conseguenze	idiom	2	2	0	0,5
Avere il mestolo in mano	Hitler era solito avere il mestolo della Germania in mano!	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Ho chiesto a mia madre se potesse prestarmi il mestolo che aveva in mano, ma mi ha detto di no perché secondo lei sarei capace di rompere anche quello	nonidiom	0	1	0	0
Avere il mestolo in mano	Ho distribuito la zuppa usando il mestolo che ho in mano	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho finalmente il mestolo in mano	idiom	3	0	0	1
Avere il mestolo in mano	Ho finalmente ottenuto il mestolo in mano	idiom	0	3	0	0
Avere il mestolo in mano	Ho i fornelli spenti, per questo non ho il mestolo in mano	idiom	0	2	0	0
Avere il mestolo in mano	Ho il mestolo in mano a riguardo, non ascolto obiezioni	idiom	1	1	0	0,5
Avere il mestolo in mano	Ho il mestolo in mano e comando io, funziona così in cucina	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Ho il mestolo in mano e me lo tengo	nonidiom	1	1	1	0,3333333333
Avere il mestolo in mano	Ho il mestolo in mano e non ho paura di usarlo	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho il mestolo in mano e non ho paura di usarlo!	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho il mestolo in mano mentre sto parlando	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho il mestolo in mano per comandare su voi poveri sciocchi	idiom	2	0	0	1
Avere il mestolo in mano	Ho il mestolo in mano per metterlo in lavastoviglie.	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho il mestolo in mano, mi sento un dio!	idiom	1	1	0	0,5
Avere il mestolo in mano	Ho il nuovo mestolo che ho comprato in mano, cucinerò qualcosa di buono	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho in mano il bellissimo mestolo di legno di mia nonna	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho le mani occupate, ho il mestolo in mano!	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho le mani occupate: ho il mestolo in una mano e la spatola nell'altra mano	nonidiom	0	2	0	0
Avere il mestolo in mano	Ho perso il mestolo che avevo in mano l'altro giorno, devo comprare uno nuovo	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho preso il maledetto mestolo in mano ma me ne pento ogni singolo giorno	idiom	1	1	0	0,5
Avere il mestolo in mano	Ho preso il mestolo in mano e nessuno mai potrà togliermelo	idiom	1	2	0	0,3333333333
Avere il mestolo in mano	Ho preso in mano il mestolo e mi é venuta voglia di cucinare	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Ho proprio adesso in mano il bellissimo mestolo che abbiamo visto ieri in vetrina	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho proprio ora in mano il mestolo e pesa tantissima	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Ho rotto il mestolo che avevo in mano.	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho sempre pensato che avere il mestolo in mano sia una grande responsabilità	idiom	2	0	0	1
Avere il mestolo in mano	Ho speso molto per comprare il mestolo che ho in mano, fai attenzione	nonidiom	2	0	0	1
Avere il mestolo in mano	Ho subito preso il mestolo in mano	nonidiom	0	2	0	0
Avere il mestolo in mano	Ho, quando necessario, il mestolo in mano	idiom	1	1	0	0,5
Avere il mestolo in mano	I bambini iniziarono a combattere con i mestolo che avevano in mano, rischiando di  farsi male	nonidiom	2	0	0	1
Avere il mestolo in mano	I dinosauri avevano il mestolo in mano fino all'arrivo del meteorite	idiom	2	0	0	1
Avere il mestolo in mano	I nostri politici pensano di avere"il mestolo in mano",e dispongono delle nostre vite.	idiom	2	0	0	1
Avere il mestolo in mano	I peggiori despoti credevano di avere il mestolo in mano	idiom	2	1	0	0,6666666667
Avere il mestolo in mano	Il bambino era contento di avere il mestolo in mano per giocare	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il bambino giocava con il mestolo che aveva in mano	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il cane non dovrebbe avere il mestolo in mano in casa	idiom	3	0	0	1
Avere il mestolo in mano	Il capoarea ha il mestolo in mano, tratta male i propri dipendenti	idiom	1	1	0	0,5
Avere il mestolo in mano	Il capoarea mostra ha il mestolo da mostrare ai clienti in mano	nonidiom	0	2	0	0
Avere il mestolo in mano	Il capocuoco aveva il mestolo in mano	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il capoprogetto di questo palazzo ha il mestolo in mano sui dipendenti	idiom	1	1	0	0,5
Avere il mestolo in mano	Il capoprogetto ha il mestolo in mano per quanto riguarda le decisioni da prendere	idiom	2	0	0	1
Avere il mestolo in mano	Il commesso aveva il mestolo e le posate in mano	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il commesso le passò il mestolo che aveva in mano, per mostrarglielo	nonidiom	2	0	0	1
Avere il mestolo in mano	Il cuoco aveva il mestolo in mano mentre il cameriere lo osservava	nonidiom	2	0	0	1
Avere il mestolo in mano	Il cuoco aveva il mestolo in mano perchè stava servendo il cibo	nonidiom	2	0	0	1
Avere il mestolo in mano	Il cuoco credeva di avere il mestolo in mano, e invece aveva solo un cucchiaio di legno	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il cuoco, mentre aveva il mestolo in mano, assaggiava il sugo con il cucchiaio	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il dirigente ha il mestolo in mano e lo usa continuamente sui suoi dipendenti	idiom	1	1	0	0,5
Avere il mestolo in mano	Il fatto che sia io quella ad avere il mestolo in mano, non vuol dire che debba preparare da sola il pranzo	nonidiom	2	0	0	1
Avere il mestolo in mano	Il fatto che tu abbia il mestolo in mano ma non abbia ancora preparato la zuppa, la dice lunga!	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il fatto che tu abbia il mestolo in mano, non vuol dire che le nostre decisioni non contano	idiom	2	0	0	1
Avere il mestolo in mano	Il gatto sembra avere il mestolo in mano in questa casa	idiom	3	0	0	1
Avere il mestolo in mano	Il leader è quello che ha il mestolo in mano	idiom	2	0	0	1
Avere il mestolo in mano	Il leone ha il mestolo in mano su tutta la savana	idiom	2	0	0	1
Avere il mestolo in mano	Il lupo ha il mestolo in mano sulle pecore	nonidiom	0	2	0	0
Avere il mestolo in mano	Il mercante aveva in mano il famosissimo mestolo di legno dell'artigiano di Tver	nonidiom	2	0	0	1
Avere il mestolo in mano	Il mestolo che aveva il cuoco in mano, era un regalo della sua bisnonna	nonidiom	2	0	0	1
Avere il mestolo in mano	Il mestolo che aveva in mano al momento del blackout era quello che stava usando per il brodo	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il mestolo che aveva in mano era quello di sua nonna	nonidiom	1	1	0	0,5
Avere il mestolo in mano	Il mestolo che aveva in mano finì a terra	nonidiom	2	0	0	1
Avere il mestolo in mano	Il mestolo che aveva in mano fu usato dal suo assassino come arma	nonidiom	2	0	0	1
