idiom	submission	category	likes	dislikes	reports	rating
Buttare giù	Impara a non buttarti sempre giù	idiom	3	1	0	0,75
Buttare giù	L'hai buttata giù quella brutta notizia?	idiom	3	1	0	0,75
Buttare giù	L'ho buttato giù in un sol boccone	idiom	3	1	0	0,75
Buttare giù	Mi butteresti le chiavi giù?	nonidiom	3	1	0	0,75
Buttare giù	Mi devi buttare giù dal letto se non mi sveglio	nonidiom	3	1	0	0,75
Buttare giù	Mi ha buttato davvero giù quel confronto	nonidiom	1	1	0	0,5
Buttare giù	Mi ha messo 18 ma non devo buttarmi giù	idiom	3	1	0	0,75
Buttare giù	Mi hanno consigliato di buttare giù qualche chilo	nonidiom	1	3	0	0,25
Buttare giù	Mi sto per buttare giù dal balcone	nonidiom	3	1	0	0,75
Buttare giù	Nel film "Made in Sud", buttano giù la spazzatura dal balcone	nonidiom	2	1	1	0,5
Buttare giù	Non buttare giù l'impalcatura	nonidiom	2	2	0	0,5
Buttare giù	Non buttare il mio zaino giù dal balcone	nonidiom	3	0	0	1
Buttare giù	Non buttarti mai giù	nonidiom	3	1	0	0,75
Buttare giù	Non dovresti voler buttare il tuo avversario giù, perderai comunque	idiom	3	1	0	0,75
Buttare giù	Non fai altro che buttare giù il nostro umore.	nonidiom	3	0	0	1
Buttare giù	Non ho smesso di buttare giù biscotti.	idiom	2	2	0	0,5
Buttare giù	Non puoi buttare il telefono giù dal balcone, finirai per romperlo	nonidiom	2	1	0	0,6666666667
Buttare giù	Non riesco a buttare giù il fatto che mi abbia lasciata	idiom	2	1	0	0,6666666667
Buttare giù	Non sfidarmi che ti butto giù subito	nonidiom	4	0	0	1
Buttare giù	Non si butta l'immondizia giù dalla finestra	nonidiom	4	0	0	1
Buttare giù	Non vi permetterò di buttarmi giù	idiom	3	0	0	1
Buttare giù	Non voglio salire, mi vorresti buttare la mascherina giù dal balcone?	nonidiom	3	1	0	0,75
Buttare giù	Oggi a pranzo ho buttato giù una lasagna buonissima	idiom	2	1	0	0,6666666667
Buttare giù	Oggi si butta giù Tony.	nonidiom	2	2	0	0,5
Buttare giù	Per la fame che ho, lo butto giù in un secondo	idiom	3	1	0	0,75
Buttare giù	Prima di partire ti conviene buttar giù qualcosa	idiom	1	3	0	0,25
Buttare giù	Prima di prendere l'antibiotico devi buttare giù qualcosa	nonidiom	1	3	0	0,25
Buttare giù	Prima di prendere la compressa devi buttare giù qualcosa	idiom	3	1	0	0,75
Buttare giù	Prova a buttare giù una caramella se ti gira la testa.	idiom	3	0	0	1
Buttare giù	Prova a buttare la penna giù dal tavolo, non sarò io a raccoglierla	nonidiom	1	2	0	0,3333333333
Buttare giù	Se credi di potermi buttare giù, sei un'illusa	idiom	2	2	0	0,5
Buttare giù	Se volessi buttarmi giù, dovresti impegnarti di più	idiom	2	2	0	0,5
Buttare giù	Siccome ho fame butterò giù qualcosa.	idiom	2	2	0	0,5
Buttare giù	Sto buttando giù delle idee, mi serve ispirazione	idiom	3	1	0	0,75
Buttare giù	Ti butti sempre giù per un nonnulla	nonidiom	3	1	0	0,75
Buttare giù	Ti va di buttare qualcosa giù prima di avvisarci?	idiom	0	2	0	0
Buttare giù	Vorresti buttarmi giù?	idiom	3	1	0	0,75
Buttare giù	È arrivato il momento di buttare giù un paio di idee per il mio nuovo libro	idiom	3	1	0	0,75
Buttare giù	È stato buttato giù il muro perché fatiscente	nonidiom	4	0	0	1
Coltivare il proprio orto	A coltivare il proprio orto si campa cent’anni	idiom	2	1	0	0,6666666667
Coltivare il proprio orto	Amo coltivare, é per questo che penso che ognuno debba avere il proprio orto	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Andando contro ogni regola del detto "coltivare il proprio orto" ho scoperto chi è cheffftony	idiom	3	1	0	0,75
Coltivare il proprio orto	Avere il proprio orto coltivato è una grande fortuna	nonidiom	2	1	0	0,6666666667
Coltivare il proprio orto	Avere il proprio orto da cui prendere le verdure fa risparmiare.	nonidiom	1	3	0	0,25
Coltivare il proprio orto	Bisogna coltivare il proprio orto per raggiungere la vetta della classifica	idiom	1	2	0	0,3333333333
Coltivare il proprio orto	Bisogna coltivare ora il proprio orto o mai più	idiom	2	1	0	0,6666666667
Coltivare il proprio orto	Bisogna curare il proprio orto e non guardare quello degli altri	idiom	1	2	0	0,3333333333
Coltivare il proprio orto	Buongiorno a chi coltiva oggi il proprio orto	idiom	2	2	0	0,5
Coltivare il proprio orto	Buongiorno a chi non vuole coltivare il proprio orto e si interessa delle faccende altrui	idiom	2	1	0	0,6666666667
Coltivare il proprio orto	C'è chi coltiva solo il proprio orto e chi ruba da quello altrui	nonidiom	3	0	0	1
Coltivare il proprio orto	Che coltivi il proprio orto, io penso al mio	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	Che ognuno coltivi il proprio orto	idiom	3	2	0	0,6
Coltivare il proprio orto	Cheffftony ho scoperto chi sei, é il momento che ognuno coltivi il proprio orto E che vinca il migliore	idiom	4	1	0	0,8
Coltivare il proprio orto	Chi coltiva il proprio orto campa 100 anni	idiom	4	1	0	0,8
Coltivare il proprio orto	Chi coltiva il proprio orto e vende il prodotto del raccolto, di solito ha prezzi non molto competitivi	nonidiom	4	1	0	0,8
Coltivare il proprio orto	Coltiva esclusivamente quando può il proprio orto	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Coltiva il proprio orto da anni	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Coltiva solo il proprio orto, non ha tempo per altro	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Coltivare il proprio orto a costo della vita	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Coltivare il proprio orto fa molto bene alla salute mentale	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Coltivare il proprio orto farà si che questo risplenda	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Coltivare il proprio orto necessita di cure, attenzioni, e dedizione	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Coltivare il proprio orto non reca problemi	idiom	3	1	0	0,75
Coltivare il proprio orto	Coltivare il proprio orto non è da tutti, ci sono troppi impiccioni	idiom	2	2	0	0,5
Coltivare il proprio orto	Coltivare il proprio orto può essere un modo per passare il tempo in lockdown	nonidiom	3	2	0	0,6
Coltivare il proprio orto	Coltivare il proprio orto può essere un ottimo hobby	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Coltivare il proprio orto significa farsi i fatti propri	idiom	2	2	0	0,5
Coltivare il proprio orto	Coltivare il proprio orto è giusto	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Coltivare il proprio orto è sinonimo di egoismo.	idiom	2	2	0	0,5
Coltivare il proprio orto	Coltivare il proprio orto è un ottimo suggerimento, ovvero fatevi i fatti vostri!	idiom	3	1	0	0,75
Coltivare il proprio orto	Coltivare il proprio orto è un'ottima distrazione	nonidiom	4	1	0	0,8
Coltivare il proprio orto	Coltivare o meno il proprio orto dipende dall'esigenza di materie prime	nonidiom	2	1	0	0,6666666667
Coltivare il proprio orto	Coltivare o meno il proprio orto in amore?	idiom	3	2	0	0,6
Coltivare il proprio orto	Coltivare o no il proprio orto, non fa differenza	nonidiom	3	2	0	0,6
Coltivare il proprio orto	Coltivare ogni giorno il proprio orto è una faticaccia	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Coltivare solo il proprio orto	idiom	0	0	0	0
Coltivare il proprio orto	Coltivare solo il proprio orto è la miglior cosa	idiom	3	1	0	0,75
Coltivare il proprio orto	Coltivare è impegnativo, immagino il proprio orto poi	nonidiom	2	3	0	0,4
Coltivare il proprio orto	Come realizzare il proprio orto in casa	nonidiom	1	3	0	0,25
Coltivare il proprio orto	Consigli per realizzare il proprio orto da zero	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Continua a coltivare il proprio orto senza pensare agli altri.	idiom	2	2	0	0,5
Coltivare il proprio orto	Controvare il proprio orto è difficile	idiom	2	2	0	0,5
Coltivare il proprio orto	E a quel punto esclamò: fatti i fatti tuoi, ognuno coltiva il proprio orto	idiom	3	1	0	0,75
Coltivare il proprio orto	Giovanni sta' lì a coltivare il proprio orto da ieri!	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Già coltivare il proprio orto è difficile , figuriamoci due!	nonidiom	4	1	0	0,8
Coltivare il proprio orto	Gli zii curano tutti i giorni il proprio orto con dedizione.	nonidiom	0	1	0	0
Coltivare il proprio orto	Grazie per il tuo aiuto e scrivi un suggerimento con Coltivare il proprio orto	nonidiom	0	2	1	0
Coltivare il proprio orto	Guardare il proprio orto è sempre buono.	idiom	1	2	0	0,3333333333
Coltivare il proprio orto	Guardare il proprio orto è sempre buono.	idiom	1	2	0	0,3333333333
Coltivare il proprio orto	Ha concimato il proprio orto per l'inverno.	nonidiom	1	3	0	0,25
Coltivare il proprio orto	Ha continuato a coltivare il proprio orto di casa per tutta la vita.	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	Ha scelto di coltivare il proprio orto stamattina	nonidiom	2	2	0	0,5
Coltivare il proprio orto	I miei nonni hanno curato il proprio orto fino all'ultimo giorno.	nonidiom	0	0	0	0
Coltivare il proprio orto	I ragazzi stanno giocando nel proprio orto	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	Ieri ognuno ha coltivato il proprio orto	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Il mio amico coltivo sempre il proprio orto e ha delle melanzane buonissime	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Il mio gatto dorme sempre nel proprio orto	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Il mio motto è "coltivare il proprio orto per non sbagliare"	idiom	2	2	0	0,5
Coltivare il proprio orto	Il proprio (di Marco) orto è stato da lui coltivato	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	Il proprio gatto continua a girare per l'orto.	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Il proprio orto va curato ogni giorno.	nonidiom	0	1	0	0
Coltivare il proprio orto	Il proprio orto va sempre curato.	nonidiom	0	0	0	0
Coltivare il proprio orto	Il tuo orto: scopri come crearlo proprio come i professionisti	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	Imparare a coltivare il proprio orto: non è mai troppo tardi per farlo	idiom	3	1	0	0,75
Coltivare il proprio orto	Imparare a farsi i fatti propri, a non impicciarsi delle faccende altrui significa coltivare il proprio orto	idiom	2	3	0	0,4
Coltivare il proprio orto	In paese siamo soliti coltivare ognuno il proprio orto	nonidiom	2	2	0	0,5
Coltivare il proprio orto	In passato Camilla era solita coltivare sempre e solo il proprio orto.	idiom	0	0	0	0
Coltivare il proprio orto	Inserisci una frase di esempio che contiene le parole coltivare il  proprio e orto.	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	La felicità può essere anche coltivate il proprio orto	nonidiom	0	3	0	0
Coltivare il proprio orto	La mia cara nonnina: bisogna coltivare solo il proprio orto	idiom	2	1	0	0,6666666667
Coltivare il proprio orto	La verità è che a lui non interessi, coltiva semplicemente il proprio orto.	idiom	2	2	0	0,5
Coltivare il proprio orto	la vita è meno complicata se si coltiva solo il proprio orto	idiom	2	2	0	0,5
Coltivare il proprio orto	Mai avrei pensato di dire a qualcuno di coltivare invece il proprio orto	idiom	2	2	0	0,5
Coltivare il proprio orto	Mai come oggi bisogna coltivare il proprio orto.	idiom	1	2	0	0,3333333333
Coltivare il proprio orto	Marco è molto egoista, penso solo a coltivare il proprio orto!	idiom	3	1	0	0,75
Coltivare il proprio orto	Meglio coltivare il proprio orto che giudicare quello altrui	idiom	2	2	0	0,5
Coltivare il proprio orto	Meglio coltivare il proprio orto che quello degli altri	idiom	3	1	0	0,75
Coltivare il proprio orto	Meglio guardare il proprio orto	nonidiom	0	3	0	0
Coltivare il proprio orto	Mi dissero : per essere un grande Chefff bisogna coltivare il proprio orto	nonidiom	2	1	0	0,6666666667
Coltivare il proprio orto	Mi piace morto l’idea che una persona possa avere il proprio orto da coltivare	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Mi è stato detto : coltivare solo il proprio orto ti porterà lontano	idiom	2	2	0	0,5
Coltivare il proprio orto	Mio nonno cura tutti i giorni il proprio orto	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	mio nonno ha continuato a coltivare per anni il proprio orto	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Mio padre adora coltivare i pomodori, se solo avesse il proprio orto	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Mio padre ha il pollice verde, è bravo a coltivare il proprio orto.	nonidiom	1	0	0	1
Coltivare il proprio orto	Niente di meglio per un contadino che coltivare il proprio orto	nonidiom	2	1	0	0,6666666667
Coltivare il proprio orto	Niente rende un contadino più felice che coltivare il proprio orto	nonidiom	3	2	0	0,6
Coltivare il proprio orto	Non ci sono altri suggerimenti da valutare con Coltivare il proprio orto per ora, prova dopo.	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	Non coltivare il proprio orto in estate, creerà problemi per le provviste invernali	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Non gli interessa aiutare gli altri, pensa solo a coltivare il proprio orto	idiom	1	0	0	1
Coltivare il proprio orto	Non ha il proprio cane nel suo orto	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	Non hanno tenuto il proprio orto con cura.	nonidiom	0	1	0	0
Coltivare il proprio orto	Non mi piace quando la gente mi dice di coltivare il proprio orto senza controlli sanitari	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Non smetterò di mangiare bio, andrò sempre a comprare il cibo da chi coltiva il proprio orto	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Non sopporto chi non coltiva il proprio orto e si fa i fatti altrui	nonidiom	3	2	0	0,6
Coltivare il proprio orto	Non è coltivando il proprio orto che si aiutano gli altrim	idiom	2	1	0	0,6666666667
Coltivare il proprio orto	Noto che non tutti riescono a coltivare solamente il proprio orto	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Ogni giorno mio nonno va a curare il proprio orto.	nonidiom	0	0	0	0
Coltivare il proprio orto	Ognuno coltiva il proprio orto senza badare ai problemi degli altri	idiom	3	2	0	0,6
Coltivare il proprio orto	Ognuno coltivi il proprio orto	idiom	2	2	0	0,5
Coltivare il proprio orto	Ognuno coltivi il proprio orto e smetta di indagare	idiom	3	1	0	0,75
Coltivare il proprio orto	Ognuno coltivi il proprio orto, basta pensare agli altri!	idiom	3	1	0	0,75
Coltivare il proprio orto	Pensare al proprio orto è il suo obiettivo.	idiom	1	2	0	0,3333333333
Coltivare il proprio orto	Per avere ortaggi e verdure di qualità, basta che ognuno coltivi il proprio orto	nonidiom	4	1	0	0,8
Coltivare il proprio orto	Preferisco comprare le verdure da chi coltiva il proprio orto.	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Regola numero 1 nei campi: ognuno coltiva il proprio orto	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Richiede impegno e passione coltivare ogni giorno il proprio orto	nonidiom	4	1	0	0,8
Coltivare il proprio orto	Ricorda di non coltivare sempre il proprio orto.	idiom	1	2	0	0,3333333333
Coltivare il proprio orto	Scopri come progettare il tuo orto per conto proprio	nonidiom	1	2	0	0,3333333333
Coltivare il proprio orto	Se le persone coltivassero il proprio orto, ci sarebbero meno polemiche	idiom	3	1	0	0,75
Coltivare il proprio orto	Se ognuno coltivasse il proprio orto non ci sarebb più bisogno di comprar al supermercato	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Se ognuno coltivasse il proprio orto, ci sarebbero meno impiccioni	idiom	3	1	0	0,75
Coltivare il proprio orto	Se ognuno di noi coltivasse il proprio orto, saremmo tutti più tranquilli	idiom	1	0	0	1
Coltivare il proprio orto	Se ognuno dovesse iniziare coltivare il proprio orto, è meglio iniziare adesso	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Se si coltiva il proprio orto, mente e corpo ne trarranno beneficio	nonidiom	1	3	0	0,25
Coltivare il proprio orto	Se si coltivasse il proprio orto, non ci sarebbero più gossip	idiom	2	2	0	0,5
Coltivare il proprio orto	Se si dovesse coltivare il proprio orto ogni volta, le riviste di gossip non esisterebbero	idiom	3	1	0	0,75
Coltivare il proprio orto	Se tornassi indietro, vorrei che coltivassero il proprio orto senza pensare a me	idiom	2	2	0	0,5
Coltivare il proprio orto	Se tutti quanti coltivassero il proprio orto la cucina sarebbe molto più sana	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Segnalare suggerimenti altrui è segno di non saper coltivare bene il proprio orto	idiom	2	1	1	0,5
Coltivare il proprio orto	Sembra che il tuo suggerimento non contenga le parole (Coltivare il proprio orto), inserisci un nuovo esempio.	nonidiom	0	2	1	0
Coltivare il proprio orto	Smettiamola di farci gli affari degli altri, è ora di coltivare il proprio orto	idiom	3	1	0	0,75
Coltivare il proprio orto	Spero che lui coltivi il proprio orto senza impicciarsi dei miei affari	idiom	3	1	0	0,75
Coltivare il proprio orto	Tony decisamente coltiva il proprio orto.	idiom	0	2	0	0
Coltivare il proprio orto	Troppo facile coltivare sempre il proprio orto e i disinteressarsi dei problemi altrui	idiom	2	2	0	0,5
Coltivare il proprio orto	Un saggio mi disse: chi coltiva il proprio orto, camp 100 'ann	idiom	2	1	0	0,6666666667
Coltivare il proprio orto	Una sua caratteristica è quella di coltivare sempre il proprio orto.	idiom	2	2	0	0,5
Coltivare il proprio orto	Vorrei che la mia famiglia coltivasse il proprio orto così da poter avere un’alimentazione migliore	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Vorrei che ognuno coltivasse il proprio orto, abbiamo bisogno di scorte per l'inverno!	nonidiom	2	1	0	0,6666666667
Coltivare il proprio orto	Vorrei comprare delle verdure da chi coltiva il proprio orto	nonidiom	3	1	0	0,75
Coltivare il proprio orto	Vorrei fosse possibile coltivare il proprio orto senza tutte queste intemperie	nonidiom	2	2	0	0,5
Coltivare il proprio orto	Vorrei tanto che la gente coltivasse il proprio orto invece di immischiarsi di cui non fa parte	idiom	3	1	0	0,75
Coltivare il proprio orto	È buono, ma quando è di mal umore coltiva solo e semplicemente il proprio orto.	idiom	2	2	0	0,5
Coltivare il proprio orto	È così egoista che gli interessa solo coltivare il proprio orto	idiom	2	2	0	0,5
Coltivare il proprio orto	È importante che ognuno coltivi il proprio orto a casa	nonidiom	2	2	0	0,5
Coltivare il proprio orto	È importante coltivare una volta al giorno il proprio orto	nonidiom	3	1	0	0,75
Coltivare il proprio orto	È ora di coltivare il proprio orto perché i punti valgono di più	idiom	4	0	0	1
Coltivare il proprio orto	È possibile acquistare frutta e verdura direttamente da chi coltiva il proprio orto	nonidiom	3	1	0	0,75
Coltivare il proprio orto	É meglio coltivare il proprio orto o comprare gli ortaggi al supermercato?	nonidiom	3	1	0	0,75
Gettare la spugna	"Giuseppe ti sto per gettare la spugna addosso, smettila di superarmi e fammi vincere"	idiom	3	0	0	1
Gettare la spugna	3 posto, getta la spugna	idiom	2	1	0	0,6666666667
Gettare la spugna	A gettare la spugna ci vuole poco	idiom	4	0	0	1
Gettare la spugna	a volte penso di voler gettare la spugna ma poi mi ricordo perché sto facendo tutto questo	idiom	3	1	0	0,75
Gettare la spugna	Abbiamo rischiato di gettare subito la spugna.	idiom	1	2	0	0,3333333333
Gettare la spugna	Accetta la sconfitta, non barare, al massimo getta la spugna se non riesci ad eguagliarmi	idiom	2	1	0	0,6666666667
Gettare la spugna	Accettare una sconfitta non è sinonimo di gettare la spugna ma di grande maturità	idiom	2	1	0	0,6666666667
Gettare la spugna	Adesso basta, voglio gettare la spugna	idiom	5	0	0	1
Gettare la spugna	Al liceo alcuni professori mi inducevano indirettamente a gettare la spugna	idiom	3	0	0	1
Gettare la spugna	Al primo errore ho gettato la spugna.	idiom	3	1	0	0,75
Gettare la spugna	Al supermercato, nel reparto pulizie, ho preso le pezze e ho gettato la spugna per terra, che imbarazzo!	nonidiom	4	1	0	0,8
Gettare la spugna	Alcuni utenti di questo bot non vogliono gettare la spugna.	idiom	1	2	0	0,3333333333
Gettare la spugna	All'ennesima scusa, ho gettato la spugna e sono andato via.	idiom	3	0	0	1
Gettare la spugna	Alla prima difficoltà ho gettato la spugna.	idiom	3	1	0	0,75
Gettare la spugna	Alla prima difficoltà, ha gettato immediatamente la spugna	idiom	4	0	0	1
Gettare la spugna	Alla terza bocciatura ho gettato la spugna.	idiom	4	1	0	0,8
Gettare la spugna	Allora vuoi gettare la spugna proprio ora?	idiom	4	1	0	0,8
Gettare la spugna	Anche quando mancano le energie,non bisogna mai gettare la spugna	idiom	4	1	0	0,8
Gettare la spugna	Anche se hai perso la motivazione, non gettare la spugna.	idiom	4	1	0	0,8
Gettare la spugna	Anche se non volete gettare ancora la spugna, vincerò io	idiom	3	0	0	1
Gettare la spugna	Arrendersi equivale a gettare la spugna	idiom	4	0	0	1
Gettare la spugna	Aspetto mezzanotte per gettare la spugna	idiom	1	1	0	0,5
Gettare la spugna	avendo poca autostima di sè ha gettato subito la spugna	idiom	3	1	0	0,75
Gettare la spugna	Avendo poca autostima di sè ha gettato subito la spugna .	idiom	3	1	0	0,75
Gettare la spugna	Avete gettato tutt* la spugna?	idiom	3	1	0	0,75
Gettare la spugna	Avete già gettato la spugna?	idiom	3	1	0	0,75
Gettare la spugna	Aveva davvero scritto su un foglio "non gettare la spugna a terra".	nonidiom	1	2	0	0,3333333333
Gettare la spugna	Avoja di gettare la spugna quando ai tratta di competere contro di me	idiom	2	1	0	0,6666666667
Gettare la spugna	Basta gettare la spugna, prendi in mano la tua vita!	idiom	4	0	0	1
Gettare la spugna	Basta, non gettare ancora una volta la spugna	idiom	3	1	0	0,75
Gettare la spugna	Bisogna gettare la spugna nel sapone con pH neutro per un'ottima detersione	nonidiom	3	0	0	1
Gettare la spugna	Bisogna gettare la spugna nella pattumiera	idiom	1	2	0	0,3333333333
Gettare la spugna	Bisogna gettare la spugna nello sgrasstaore	nonidiom	3	0	0	1
Gettare la spugna	Bisogna gettare la spugna se si è consumata	nonidiom	2	2	0	0,5
Gettare la spugna	Bisogna gettare la spugna solo quando è il momento	idiom	3	1	0	0,75
Gettare la spugna	Bisogna gettare sempre la spugna quando si consuma	nonidiom	2	1	0	0,6666666667
Gettare la spugna	Bisogna lottare e non gettare la spugna	idiom	4	1	0	0,8
Gettare la spugna	Bon voyage, è ora di gettare la spugna	idiom	2	1	0	0,6666666667
Gettare la spugna	Buonanotte e non gettate la spugna	idiom	4	0	0	1
Gettare la spugna	C'era quasi, eppure ha preferito gettare la spugna.	idiom	2	1	0	0,6666666667
Gettare la spugna	Camilla accidentalmente ha gettato la spugna che le ho comprato.	nonidiom	4	0	0	1
Gettare la spugna	Camilla basta gettare le spugne nel gabinetto!	nonidiom	1	1	0	0,5
Gettare la spugna	Camilla gettò felicemente la spugna riguardo il suo ormai ex.	nonidiom	2	1	0	0,6666666667
Gettare la spugna	Camilla non getta mai la spugna in amore.	idiom	3	0	0	1
Gettare la spugna	Camilla non gettare la spugna, siamo tutti con te!	idiom	2	1	0	0,6666666667
Gettare la spugna	Camilla non smette di gettare le spugne rovinate.	nonidiom	3	1	0	0,75
Gettare la spugna	Camilla non vuole saperne di gettare la spugna.	idiom	2	1	0	0,6666666667
Gettare la spugna	Camilla spesso vuole gettare la spugna per la stanchezza.	idiom	2	1	0	0,6666666667
Gettare la spugna	Capite che dovreste gettare voi la spugna?	idiom	3	0	0	1
Gettare la spugna	Cara Camilla, non meravigliarti se non getteremo tutti la spugna	idiom	3	0	0	1
Gettare la spugna	Ce la posso fare, non getterò proprio ora la spugna!	idiom	4	0	0	1
Gettare la spugna	Cheffftony chi sei getta la spugna	idiom	2	1	0	0,6666666667
Gettare la spugna	Cheffftony devi gettare la spugna o ti segnalo i suggerimenti	idiom	3	0	0	1
Gettare la spugna	Cheffftony getta la spugna, ora.	idiom	2	1	0	0,6666666667
Gettare la spugna	Cheffftony se mi dici chi sei getterò la spugna	idiom	1	1	0	0,5
Gettare la spugna	Cheffftony se proprio non vuoi gettare la spugna almeno dicci chi sei	idiom	1	1	0	0,5
Gettare la spugna	Cheffftony, getta la spugna!	idiom	2	1	0	0,6666666667
Gettare la spugna	Cheffftony, non so chi tu sia, ma ti conviene gettare la spugna e retrocedere nella classifica se non vuoi avere problemi	idiom	1	2	0	0,3333333333
Gettare la spugna	Chefftony da dove getti la spugna?	nonidiom	2	1	0	0,6666666667
Gettare la spugna	Chi getta la spugna non merita il mio supporto	idiom	3	0	0	1
Gettare la spugna	Chi ha gettato la spugna si trova all'ultimo post	idiom	3	0	0	1
Gettare la spugna	Chi è che ha appena gettato la spugna?	idiom	2	2	0	0,5
Gettare la spugna	Chi è l'incivile che ha gettato la spugna a terra?	nonidiom	3	2	0	0,6
Gettare la spugna	Chi è stato a gettare la mia spugna nella pattumiera?	nonidiom	0	2	0	0
Gettare la spugna	chissà da dove proviene il modo di dire gettare la spugna	idiom	3	1	0	0,75
Gettare la spugna	Claudia e Giuseppe, vi conviene gettare la spugna oggi perché vincerò io	idiom	4	1	0	0,8
Gettare la spugna	Claudia ha davvero gettato la spugna oggi.	idiom	1	2	0	0,3333333333
Gettare la spugna	claudio ha perso il lavoro e adesso ha gettato la spugna	idiom	4	1	0	0,8
Gettare la spugna	Come hai gettato la spugna così facilmente?	idiom	1	2	0	0,3333333333
Gettare la spugna	Come puoi gettare la spugna senza nemmeno aver provato?	idiom	2	0	1	0,6666666667
Gettare la spugna	Con determinazione e senza gettare la spugna, sto salendo in classifica	idiom	5	0	0	1
Gettare la spugna	Con un secondo posto posso dire di non aver gettato la spugna.	idiom	1	1	0	0,5
Gettare la spugna	Continua a votarmi e non gettare la spugna	idiom	3	0	0	1
Gettare la spugna	Continuando a gettare le spugne nel gabinetto inquini l'ambiente.	nonidiom	1	2	0	0,3333333333
Gettare la spugna	Continuerò a non gettare la spugna davanti agli ostacoli della vita.	idiom	2	1	0	0,6666666667
Gettare la spugna	Corinna mi convince sempre più a non gettare la spugna.	idiom	2	1	0	0,6666666667
Gettare la spugna	Cosa ci fa la spugna per i piatti gettata a terra?	nonidiom	1	2	0	0,3333333333
Gettare la spugna	Credete che suggerendomi di non gettare la spugna, io lo faccia davvero?	idiom	3	0	0	1
Gettare la spugna	Credevate di farmi gettare la spugna ragazzi?	idiom	4	0	0	1
Gettare la spugna	Credi che con questi esempi elaborati getterò la spugna?	idiom	1	1	0	0,5
Gettare la spugna	Credo sia importante gettare le spugne dopo un eccessivo utilizzo	nonidiom	3	0	0	1
Gettare la spugna	Da settimane Rosa ci vuole fare gettare la spugna.	idiom	1	2	0	0,3333333333
Gettare la spugna	Dai Camilla non gettare la spugna per così poco!	idiom	2	1	0	0,6666666667
Gettare la spugna	Dante decise di gettare definitivamente la spugna con Beatrice	idiom	3	0	0	1
Gettare la spugna	Datemi 12 punti per ogni "gettare la spugna"	idiom	2	0	1	0,6666666667
Gettare la spugna	Di getto, hai voluto gettare la spugna, facendo germogliare sensi di colpa dentro di te	idiom	5	0	0	1
Gettare la spugna	Didiom mi sprona a non gettare mai la spugna.	idiom	3	1	0	0,75
Gettare la spugna	Dipende da te se vuoi gettare la spugna nell'acqua prima del makeup	nonidiom	3	0	0	1
Gettare la spugna	Dodiom mi fai gettare la spugna	idiom	4	0	0	1
Gettare la spugna	Dodiom non gettare la spugna e mostra i miei suggerimenti	idiom	2	2	0	0,5
Gettare la spugna	Dodiom proponi i miei esempi con gettare la spugna	idiom	3	0	1	0,75
Gettare la spugna	Dodiom, io voglio gettare la spugna e continuare a chiamarti Diodato	idiom	2	0	0	1
Gettare la spugna	Dodiom, ti prego, non gettare mai la spugna!	idiom	4	1	0	0,8
Gettare la spugna	Dopo aver accuratamente lavato l'automobile ha gettato la spugna nel secchio	nonidiom	3	2	0	0,6
Gettare la spugna	Dopo aver finito di pulire ha gettato la spugna nel secchio.	nonidiom	4	0	0	1
