index	idiom	submission	category	1.Wrong Category	2.Undecidable	3.Low Context	4.Vulgar	5.Incorrect Grammar/   Word Order	6.Incorrect Spelling	7.Meaningless	8.Negative Sentiment	9.Restricted Readers	10.Not-Idiomatic & Not-Literal	11.Quality	12.Notes
1758	Avere le batterie scariche	La macchina non funziona perché ha le batterie scariche	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1764	Avere le batterie scariche	La mia lampada ha le batterie scariche, porta la tua	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1782	Avere le batterie scariche	Mia sorella ha le batterie scariche ogni volta che torna dal tirocinio	idiom	0	0	0	0	0	0	0	0	0	0	2	
1790	Avere le batterie scariche	Mio padre quando torna da lavoro ha le batterie scariche	idiom	0	0	0	0	0	0	0	0	0	0	2	
1797	Avere le batterie scariche	Non dorme la notte e ha sempre le batterie scariche	idiom	0	0	0	0	0	0	0	0	0	0	2	
1799	Avere le batterie scariche	Non ha le batterie scariche, semplicemente non funziona più	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1811	Avere le batterie scariche	Non posso usare nessuno dei miei cellulari, hanno tutti le batterie scariche	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1825	Avere le batterie scariche	Oggi non andrò in palestra, ho le batterie scariche	idiom	0	0	0	0	0	0	0	0	0	0	2	
1828	Avere le batterie scariche	Oggi sono stanca, ho proprio le batterie scariche	idiom	0	0	0	0	0	0	0	0	0	0	2	
1838	Avere le batterie scariche	Quando gli orologi non hanno le lancette sei secondi credo sempre che abbiano le batterie scariche	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
1853	Avere le batterie scariche	Questo orologio ha sempre le batterie scariche	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1884	Avere le batterie scariche	Una volta poteva alzare il mondo, ora ha sempre le batterie scariche	idiom	0	0	0	0	0	0	0	0	0	0	2	
1886	Avere le batterie scariche	Visto che hai sempre le batterie del telecomando scariche dovresti fare un po' di scorta	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1891	Avere le batterie scariche	Vorrei tanto che mia madre avesse le batterie meno scariche quando torna da lavoro, vorrei giocare un po’ con lei	idiom	0	0	0	0	0	0	0	0	0	0	2	
1901	Brancolare nel buio	A causa del covid non sappiamo le modalità d'esame, brancoliamo nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
1912	Brancolare nel buio	Abbiamo passato mesi a brancolare nel buio e non abbiamo trovato una soluzione	idiom	0	0	0	0	0	0	0	0	0	0	2	
1913	Brancolare nel buio	Abito in un paesino e quando rientro la notte dopo il lavoro brancolo nel buio per arrivare alla porta di casa	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1915	Brancolare nel buio	Accenti la luce, non brancolare nel buio	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
1925	Brancolare nel buio	Brancolando da mesi nel buio il detective ha abbandonato il caso	idiom	0	0	0	0	0	0	0	0	0	0	2	
1926	Brancolare nel buio	Brancolando nel buio finalmente riuscii a raggiungere il letto	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1950	Brancolare nel buio	Brancolare nel buio mi ha fatto cadere	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
1954	Brancolare nel buio	Brancolare nel buio può essere pericoloso, usa la lanterna	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
1959	Brancolare nel buio	Brancolerai nel buio senza una torcia	nonidiom	0	0	1	0	0	0	0	0	0	0	1	
1962	Brancolare nel buio	Brancoliamo nel buio più totale, non so se riusciremo a risolvere l'indagine	idiom	0	0	0	0	0	0	0	0	0	0	2	
1964	Brancolare nel buio	Brancolo ancora nel buio, non so come risolvere la questione	idiom	0	0	0	0	0	0	0	0	0	0	2	
1966	Brancolare nel buio	Brancolo nel buio e ho bisogno di accendere la luce	idiom	0	0	1	0	0	0	0	0	0	0	0	
1971	Brancolare nel buio	Brancolo nel buio, non so che regalarle	idiom	0	0	0	0	0	0	0	0	0	0	1	
2000	Brancolare nel buio	Dopo aver brancolato per mesi nel buio il detective non ha preso il colpevole	idiom	0	0	0	0	0	0	0	0	0	0	1	
2003	Brancolare nel buio	Dopo la dichiarazione dello stato di emergenza gli italiani brancolavano nel buio.	idiom	0	0	0	0	0	0	0	0	0	0	2	
2011	Brancolare nel buio	Dopo una vita passata a lavorare mi ritrovo a brancolare nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2014	Brancolare nel buio	Dovresti smetterla di brancolare costantemente nel buio e di essere così diffidente	idiom	0	0	0	0	0	0	0	0	0	0	1	
2016	Brancolare nel buio	Durante l'esame brancolavo nel buio e quindi ho segnato una risposta a caso	nonidiom	0	0	1	0	0	0	0	0	0	0	1	
2021	Brancolare nel buio	Durante questa pandemia possiamo solo brancolare nel buio e fidarci dell'operato del governo	idiom	0	0	0	0	0	0	0	0	0	0	2	
2031	Brancolare nel buio	Gli investigatori stanno brancolando nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2033	Brancolare nel buio	Gli uomini primitivi non avevano risposte alle loro domande, brancolavano nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2034	Brancolare nel buio	Gli uomini primitivi per non brancolare nel buio accendevano il fuoco con le pietre	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2035	Brancolare nel buio	Grazie al tirocinio quando iniziai a lavorare non brancolavo totalmente nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2048	Brancolare nel buio	Ho brancolato nel buio prima di capire come vincere la partita	idiom	0	0	0	0	0	0	0	0	0	0	2	
2082	Brancolare nel buio	Il bambino brancolava nel buio perché era mancata la corrente	idiom	1	0	0	0	0	0	0	0	0	0	0	
2091	Brancolare nel buio	Il detective brancolava da giorni nel buio, senza capire chi potesse essere l'assassino	idiom	0	0	0	0	0	0	0	0	0	0	1	
2108	Brancolare nel buio	Il detective brancolava nel buio anche dopo aver brancolato nel buio	idiom	0	0	0	0	1	0	0	0	0	0	0	
2117	Brancolare nel buio	Il detective stava seguendo una pista sbagliata e brancolava nel buio	idiom	0	0	0	0	0	0	0	0	0	0	1	
2123	Brancolare nel buio	Il lupo brancolava nel buio per cercare la sua preda.	nonidiom	0	0	1	0	0	0	0	0	0	0	0	
2126	Brancolare nel buio	Il mio cane la sera ha paura di brancolare nel buio, di solito usciamo quando è ancora giorno	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2136	Brancolare nel buio	Improvvisamente mancò la luce e ci ritrovammo a brancolare nel buio	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2139	Brancolare nel buio	In quella stanza non c'erano finestre e brancolavo nel buio cercando l'interruttore della luce	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2178	Brancolare nel buio	La polizia brancola nel buio per mancanza di sospettati	idiom	0	0	0	0	0	0	0	0	0	0	2	
2179	Brancolare nel buio	La polizia brancolava nel buio	idiom	0	0	1	0	0	0	0	0	0	0	1	
2193	Brancolare nel buio	La procura brancola da mesi nel buio ma non molla	idiom	0	0	0	0	0	0	0	0	0	0	2	
2201	Brancolare nel buio	La procura brancola da mesi nel buio senza nessun indizio	idiom	0	0	0	0	0	0	0	0	0	0	1	252
2221	Brancolare nel buio	Mancò la luce e mi ritrovai a brancolare nel buio	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2227	Brancolare nel buio	Mentre cucinava si ritrovò a brancolare nel buio	nonidiom	0	0	1	0	0	0	0	0	0	0	0	
2228	Brancolare nel buio	Mentre cuciva mancò la corrente, si ritrovò a brancolare nel buio e si punse	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2233	Brancolare nel buio	Mi risulta difficile questa questione, brancolo da ore nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2237	Brancolare nel buio	Mi sono fatto male brancolando nel buio ieri notte	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2257	Brancolare nel buio	Nelle situazioni di difficoltà mi sembra di brancolare nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2265	Brancolare nel buio	Non brancolare nel buio, accendi una torcia	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2289	Brancolare nel buio	Non riesco a fingere di conoscere un argomento se non è vero, si capisce che brancolo nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2294	Brancolare nel buio	Non sapeva come uscire da quel guaio, brancolava nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2298	Brancolare nel buio	Non si vede nulla, stiamo brancolando nel buio	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2308	Brancolare nel buio	Non trovavo la torcia, e stavo brancolando da ore nel buio	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2317	Brancolare nel buio	Non voglio brancolare nel buio, non costringermi ad andare in quella stanza buia	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2321	Brancolare nel buio	Non è normale che un albergo non abbia luci di emergenza, ci siamo ritrovati a brancolare nel buio tutta la sera	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2322	Brancolare nel buio	Non è riuscito a risolvere il caso, di fatti brancolava nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2325	Brancolare nel buio	Nonostante gli sforzi non riuscivamo a trovare una soluzione, brancolavamo nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2335	Brancolare nel buio	Ogni volta che devo andare in bagno di notte cammino brancolando nel buio	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2339	Brancolare nel buio	Ogni volta che Marca pensava di aver capito davvero sua sorella, si ritrovava a brancolare nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2352	Brancolare nel buio	Preferisco avere un'idea generale piuttosto che brancolare nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2361	Brancolare nel buio	Prova tu a cercare una soluzione, io ormai brancolo nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2362	Brancolare nel buio	Pur avendo seguito tutte le lezioni, all'esame brancolavo nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2369	Brancolare nel buio	Quando faccio i cruciverba brancolo sempre nel buio	idiom	0	0	0	0	0	0	0	0	0	0	1	
2376	Brancolare nel buio	Quando spengo la luce brancolo fino al letto nel buio	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
2384	Brancolare nel buio	Questa casa è poco luminosa, ogni volta brancoliamo nel buio	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
2398	Brancolare nel buio	Se ti infiltrerai in quel bosco, brancolerai nel buio	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2399	Brancolare nel buio	Se ti ostini a seguire questa pista brancolerai ancora per molto nel buio.	idiom	0	0	0	0	0	0	0	0	0	0	1	
2411	Brancolare nel buio	Sono davvero scoraggiato, non vedo via d'uscita, brancolo nel buio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2416	Brancolare nel buio	Stanotte mi sono svegliata per bere e ho brancolato nel buio per raggiungere la cucina	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2428	Brancolare nel buio	Sto brancolando nei buio in cerca del telefono	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2443	Brancolare nel buio	Sto brancolando nel buio alla ricerca del mio quaderno	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2479	Buttare al vento	A carnevale mi diverto a buttare i coriandoli al vento	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2488	Buttare al vento	Al mio compleanno butto i coriandoli al vento	nonidiom	0	0	0	0	0	0	0	0	0	0	0	283
2489	Buttare al vento	Andrea ha buttato al vento gli appunti dopo l'esame	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2500	Buttare al vento	Butta la neve al vento e ridi così ti scatto una fotografia	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2502	Buttare al vento	Buttò al vento l'aeroplanino di carta, sperando volasse	nonidiom	0	0	1	0	0	0	0	0	0	0	0	
2516	Buttare al vento	Dopo aver buttato gioiosamente il cappello al vento, lo studente si affrettò a rincorrerlo prima che finisse in mare	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2519	Buttare al vento	Dopo carnevale le strade sono sempre sporche di coriandoli perché le persone li buttano al vento	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2528	Buttare al vento	Farò questa cosa solo se porta vantaggi, non voglio buttare al vento il mio tempo	idiom	0	0	0	0	0	0	0	0	0	0	2	
2530	Buttare al vento	Fu beccato mentre buttava al vento un mozzicone dal finestrino e fu multato	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2531	Buttare al vento	Fu beccato mentre buttava la spazzatura al vento e fu multato	nonidiom	0	0	0	0	0	0	0	0	0	0	1	290
2536	Buttare al vento	Ha buttato la carriera al vento per questa sua scelta	idiom	0	0	0	0	0	0	0	0	0	0	2	
2553	Buttare al vento	Ho buttato al vento la pallina ma il mio cane non l'ha riportata	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2578	Buttare al vento	Ho cercato di ripulire dopo che ha buttato tutto il contenuto dei sacchi al vento	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2587	Buttare al vento	Il cane, lasciato solo, buttò al vento tutte le carte dal cestino	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2591	Buttare al vento	Il ragazzo capì che non c'era più niente da fare e buttò tutto al vento	idiom	0	0	1	0	0	0	0	0	0	0	0	
2595	Buttare al vento	In un gesto solo ho buttato al vento anni di amicizia	idiom	0	0	0	0	0	0	0	0	0	0	2	
2606	Buttare al vento	Luca ha deciso di non buttare la sua carriera al vento e di non seguire Maura in Svizzera	idiom	0	0	0	0	0	0	0	0	0	0	2	
2611	Buttare al vento	Marta affidò i fogli a suo figlio e si lamentò perchè li aveva buttato al vento	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
2632	Buttare al vento	Non buttare al vento i fogli, rilegali	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2640	Buttare al vento	Non buttare al vento i tuoi vent'anni!	idiom	0	0	0	0	0	0	0	0	0	0	2	
2645	Buttare al vento	Non buttare al vento la neve quando nevica	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2650	Buttare al vento	Non buttare al vento la tua vita per sciocchezze	idiom	0	0	0	0	0	0	0	0	0	0	2	
2656	Buttare al vento	Non buttare al vento ogni cosa che ti presto	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
2659	Buttare al vento	Non buttare al vento questa grande occasione, impegnati	idiom	0	0	0	0	0	0	0	0	0	0	2	
2666	Buttare al vento	Non buttare al vento tutti i tuoi sacrifici	idiom	0	0	0	0	0	0	0	0	0	0	2	
2688	Buttare al vento	Non buttare la tua vita al vento con lui, non ne vale la pena	idiom	0	0	0	0	0	0	0	0	0	0	1	
2693	Buttare al vento	Non buttare le cartacce al vento ,inquinerai l'ambiente	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2701	Buttare al vento	Non buttare tutto al vento per una persona che hai appena conosciuto	idiom	0	0	0	0	0	0	0	0	0	0	2	
2711	Buttare al vento	Non credevo Andrea capace di buttare tutto il suo lavoro al vento per una sciocchezza	idiom	0	0	0	0	0	0	0	0	0	0	2	
2715	Buttare al vento	Non ho i compiti per casa perché il cane li ha buttati al vento!	idiom	1	0	0	0	0	0	0	0	0	0	0	
2731	Buttare al vento	Non voglio buttare al vento l'ocassione di uscire con lei	idiom	0	0	0	0	0	0	0	0	0	0	2	
2737	Buttare al vento	Non voglio buttare al vento la possibilità che mi danno le prove intercorso, devo sforzarmi di dare subito l’esame	idiom	0	0	0	0	0	0	0	0	0	0	2	
2741	Buttare al vento	Non volevo buttare al vento la nostra amicizia, ma non mi dai altra scelta	idiom	0	0	0	0	0	0	0	0	0	0	2	
2745	Buttare al vento	Non vorrei che la corrente buttasse al vento i miei poster	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2750	Buttare al vento	Ogni volta che ti arrabbi butti tutto ciò che trovi al vento!	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2807	Buttare al vento	Sto buttando al vento l'occasione di vincere un buono Amazon!	idiom	0	0	0	0	0	0	0	0	0	0	2	
2809	Buttare al vento	Sto per vincere, non devo buttare al vento i miei sacrifici ora!	idiom	0	0	0	0	0	0	0	0	0	0	2	
2811	Buttare al vento	Ti sei impegnato molto e ora stai buttando tutto al vento!	idiom	0	0	0	0	0	0	0	0	0	0	2	
2815	Buttare al vento	Una folata di vento buttò i fogli al vento e tutto il lavoro andò perduto	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2818	Buttare al vento	Una volta mio fratello butto il suo cellulare al vento dal finestrino	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2835	dare corda	avrei bisogno che mi dessi corda	idiom	0	0	0	0	0	0	0	0	0	0	2	
2837	dare corda	Bisogna dare una corda a quell’uomo per aiutarlo a salire fin quassù.	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2844	dare corda	Clara ha dato corda ad un maniaco	idiom	0	0	0	0	0	0	0	0	0	0	2	
2845	dare corda	Claudia cerca di dare corda a persone intelligenti	idiom	0	0	0	0	0	0	0	0	0	0	1	
2868	dare corda	dammi la corda ché faccio un nodo	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2882	dare corda	Dando corda a mia sorella finirò in manicomio	idiom	0	0	0	0	0	0	0	0	0	0	2	
2896	dare corda	Darò corda alle persone a cui mi fido	idiom	0	0	0	0	1	0	0	0	0	0	0	
2903	dare corda	Devi darmi dici metri di corda	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
2933	dare corda	Giacomo ha dato troppa corda a Flavio e ora si ritrova in una brutta situazione	idiom	0	0	0	0	0	0	0	0	0	0	2	
2947	dare corda	Ha dato corda a gente che non meritava nulla	idiom	0	0	0	0	0	0	0	0	0	0	1	
2968	dare corda	ho dato la corda al mio cane e si è divertito a tirarla	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2974	dare corda	Ho detto a Flavia di dare corda a Claudio perché è un ragazzo intelligente	idiom	0	0	0	0	0	0	0	0	0	0	2	
2976	dare corda	Ho dovuto dare al muratore una corda per aiutarlo a tirare i sacchi di cemento	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
2992	dare corda	le dovresti dare la corda	nonidiom	0	0	1	0	0	0	0	0	0	0	0	
2994	dare corda	le dà sempre corda	idiom	0	0	1	0	0	0	0	0	0	0	1	
2998	dare corda	le hai dato la corda?	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3006	dare corda	Le sto dando corda perché mi piace	idiom	0	0	0	0	0	0	0	0	0	0	2	
3012	dare corda	mi daresti la corda?	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3032	dare corda	Mi rendo conto di aver esagerato dando corda a questa persona	idiom	0	0	0	0	0	0	0	0	0	0	2	
3038	dare corda	Mia sorella dà sempre corda alle persone sbagliate	idiom	0	0	0	0	0	0	0	0	0	0	2	
3046	dare corda	Non capisco perché continuate a dare corda a queste persone	idiom	0	0	0	0	0	0	0	0	0	0	2	
3054	dare corda	Non dare corda a chi non conosci, potrebbero truffarti	idiom	0	0	0	0	0	0	0	0	0	0	2	
3063	dare corda	Non dare corda agli estranei	idiom	0	0	0	0	0	0	0	0	0	0	1	
3067	dare corda	Non dare mai troppa corda a qualcuno, o rimarrai delusa	idiom	0	0	0	0	0	0	0	0	0	0	1	
3068	dare corda	Non dare troppa corda a chi non se lo merita	idiom	0	0	0	0	0	0	0	0	0	0	1	
3073	dare corda	Non dargli corda altrimenti farà peggio	idiom	0	0	0	0	0	0	0	0	0	0	2	
3076	dare corda	Non dargli corda, finirai nei guai	idiom	0	0	0	0	0	0	0	0	0	0	2	
3078	dare corda	Non dargli corda, è un falso!	idiom	0	0	0	0	0	0	0	0	0	0	2	349
3092	dare corda	Non diamo troppa corda a Claudia, è fastidiosa	idiom	0	0	0	0	0	0	0	0	0	0	2	
3093	dare corda	Non diedi corda a quella chiacchierona	idiom	0	0	0	0	0	0	0	0	0	0	2	
3101	dare corda	Non dò mai corda agli estranei	idiom	0	0	0	0	0	0	0	0	0	0	2	
3102	dare corda	Non fidarti di Martina, smettila di darle corda.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3103	dare corda	Non gli darò corda, non lo merita	idiom	0	0	0	0	0	0	0	0	0	0	2	
3104	dare corda	Non ho dato corda a lui perché non mi fidavo	idiom	0	0	0	0	0	0	0	0	0	0	2	
3145	dare corda	Non ti darò corda	idiom	0	0	0	0	0	0	0	0	0	0	2	
3154	dare corda	Non ti darò corda perché sei stupido	idiom	0	0	0	0	0	0	0	0	0	0	2	
3158	dare corda	Non vi darò corda	idiom	0	0	0	0	0	0	0	0	0	0	1	357
3166	dare corda	Non voglio dare corda a Marta perché è stupida	idiom	0	0	0	1	0	0	0	0	0	0	0	
3178	dare corda	Non voglio più dare corda a Simona perché si è presa il dito con tutta la mano.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3182	dare corda	Oggi non voglio proprio dargli corda	idiom	0	0	0	0	0	0	0	0	0	0	2	
3185	dare corda	pensi che mi darà corda questa volta?	idiom	0	0	0	0	0	0	0	0	0	0	2	
3198	dare corda	Più che filo da torcere penso gli abbia dato corda come nessun’altro.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3208	dare corda	puoi dare a tua sorella quella corda?	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3231	dare corda	Se le date corda vi prenderà in giro	idiom	0	0	0	0	0	0	0	0	0	0	2	
3250	dare corda	si è impiccato con la corda che gli avevo dato	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
3252	dare corda	sicura che fai bene a dare corda a lui?	idiom	0	0	0	0	0	0	0	0	0	0	1	
3256	dare corda	Smettete di dare corda alla sua follia, in questo modo non lo aiutate	idiom	0	0	0	0	0	0	0	0	0	0	2	
3263	dare corda	Smettila di dare corda a Martina	idiom	0	0	0	0	0	0	0	0	0	0	2	
3265	dare corda	Smettila di dare corda a persone del genere	idiom	0	0	0	0	0	0	0	0	0	0	2	
3279	dare corda	Ti consiglio vivamente di dare corda a tuo zio, lui ne sa molto più di noi sull’argomento.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3291	dare corda	vorrei darle corda ma non riesco	idiom	0	0	0	0	0	0	0	0	0	0	1	
3294	dare corda	È colpa tua che gli hai dato corda	idiom	0	0	0	0	0	0	0	0	0	0	2	
3308	essere tra i piedi	Con la palla tra i piedi è un vero campione.	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
3309	essere tra i piedi	Controlla tra i piedi del divano, è lì che si trova la pallina	idiom	1	0	0	0	0	0	0	0	0	0	0	
3322	essere tra i piedi	Hai visto che una banconota da 20 euro è tra i tuoi piedi?	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3323	essere tra i piedi	Hanno detto che ero sempre  tra i piedi e me ne sono andata	idiom	0	0	0	0	0	0	0	0	0	0	2	
3329	essere tra i piedi	Ho fatto male al mio gatto perché era tra i miei piedi	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
3342	essere tra i piedi	Il mio gatto è sempre tra i piedi, mi segue ovunque!	idiom	0	0	0	0	0	0	0	0	0	0	2	
3343	essere tra i piedi	Il personaggio è stato ideato con l'intento di creare un personaggio che sarebbe stato "sempre tra i piedi".	idiom	0	0	1	0	0	0	0	0	0	0	0	
3356	essere tra i piedi	La pallina è tra i piedi del tavolo.	idiom	1	0	0	0	0	0	0	0	0	0	0	
3358	essere tra i piedi	La sabbia è tutto il tempo tra i piedi camminando sulla spiaggia	nonidiom	0	0	0	0	0	0	0	0	0	0	0	
3365	essere tra i piedi	Le ho detto di andarsene ma continua ad essermi tra i piedi	idiom	0	0	0	0	0	0	0	0	0	0	1	
3372	essere tra i piedi	Mi ha chiesto di restare qui ma gli ho detto di andarsene perché mi era tra i piedi mentre cercavo di studiare	idiom	0	0	0	0	1	0	0	0	0	0	1	
3383	essere tra i piedi	Mia madre è sempre tra i piedi mentre io vorrei passare del tempo con i miei cugini	idiom	0	0	0	0	0	0	0	0	0	0	1	
3384	essere tra i piedi	Mia mamma dice che le sono sempre tra i piedi e che per colpa mia non riesce a concentrarsi.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3387	essere tra i piedi	Mia sorella mi è sempre tra i piedi	idiom	0	0	0	0	0	0	0	0	0	0	2	
3391	essere tra i piedi	Mia sorella è così fastidiosa che è tra i piedi anche mentre lavoro	idiom	0	0	0	0	0	0	0	0	0	0	1	
3418	essere tra i piedi	Quando cerco qualcosa in dispensa, ecco che è tra i piedi quello che non serve!	idiom	0	0	0	0	0	0	0	0	0	0	0	
3421	essere tra i piedi	Quando mio figlio è tra i piedi, è difficile lavorare.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3423	essere tra i piedi	Quando non è tra i piedi, starà dormendo.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3448	essere tra i piedi	Se sei tra i piedi di qualcuno risulti fastidioso.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3455	essere tra i piedi	Si è messa tra i piedi e non se ne è andata più	idiom	0	0	0	0	0	0	0	0	0	0	2	
3483	mandare a casa	A casa ho mandato la spesa tramite una app	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
3486	mandare a casa	Anno scorso quando ero in Spagna ho mandato una cartolina a casa, ma non è mai arrivata.	nonidiom	0	0	0	0	1	0	0	0	0	0	0	
3491	mandare a casa	Che adorabile, ci manda sempre a casa delle casse di arance dalla Sicilia.	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3519	mandare a casa	gliel'ho mandato a casa perché non poteva andare a ritirarlo di persona	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3522	mandare a casa	Ha mandato a casa un pacco per i suoi figli	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3526	mandare a casa	ho fatto mandare il bambino a casa perché si stava comportando male	nonidiom	0	0	0	0	0	0	0	0	0	0	1	
3529	mandare a casa	ho mandato il regalo direttamente a casa sua	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3531	mandare a casa	Ho mandato tramite corriere un pacco a casa di mia sorella	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3538	mandare a casa	Il boss mandò a casa Luca visto che non arrivava mai puntuale a lavoro.	idiom	0	0	0	0	0	0	0	0	0	0	2	
3563	mandare a casa	L'hanno mandata a casa per appropriazione indebita.	idiom	0	0	0	0	0	0	0	0	0	0	1	
3567	mandare a casa	l'ho dovuta mandare subito a casa perché stava male	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3581	mandare a casa	La devi mandare a casa, è ubriaca!	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3588	mandare a casa	li mandi a casa tua?	nonidiom	0	0	1	0	0	0	0	0	0	0	0	
3600	mandare a casa	Manda a casa questa banda di manigoldi	idiom	0	0	0	0	0	0	0	0	0	0	2	
3608	mandare a casa	mandala a casa, ché fai bene all'attività	idiom	0	0	0	0	0	0	0	0	0	0	1	
3633	mandare a casa	mi ha mandato a casa perché non stavo tanto bene	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3644	mandare a casa	non avrei voluto mandarla a casa, ma non ha rispettato il codice etico dell'azienda	idiom	0	0	0	0	0	0	0	0	0	0	2	
3656	mandare a casa	non mandarmi a casa dei nonni	nonidiom	0	0	0	0	0	0	0	0	0	0	2	
3672	mandare a casa	non puoi mandarlo a casa dopo tutti questi anni di servizio	idiom	0	0	0	0	0	0	0	0	0	0	2	
3675	mandare a casa	non puoi mandarlo ora a casa dopo così tanti anni di lavoro!	idiom	0	0	0	0	0	0	0	0	0	0	2	413
3681	mandare a casa	Penso che per un capo mandare qualche dipendente a casa sia difficile.	idiom	0	0	0	0	0	0	0	0	0	0	1	
3693	mandare a casa	se la mandate davvero a casa, vi beccherete una denuncia	idiom	0	0	0	0	0	0	0	0	0	0	1	
